Center,Status,Case Number,Application SN,Title,Patent Expiration Date
NASA Goddard Space Flight Center,Issued,GSC-14941-1,"11/203,590",A  Method And System For Direct Implementation Of Formal Specifications Derived Mechanically From Informal Requirements,08 December 2025
NASA Goddard Space Flight Center,Issued,GSC-14942-1,"11/203,586","A Method And System For Formal Analysis, Simulation, And Verification Of Knowledge-Based Systems, Rule-Based Systems, And Expert Systems",08 December 2025
NASA Goddard Space Flight Center,Issued,GSC-14952-1,"11/689,161",Conformal Gripper,03/21/2027
NASA Goddard Space Flight Center,Issued,GSC-14960-1,"11/357,458",Hardware And Technique For Dead End Welding Of All Types Of Tubing,02 August 2026
NASA Goddard Space Flight Center,Application,GSC-16700-1,14/041407,SpaceCube v2.0 Flight Processor Card,09/30/2033
NASA Goddard Space Flight Center,Issued,GSC-14968-1,"11/251,538",Apoptosis And Self-destruct: Mechanisms For Management Of Autonomic Systems,09/29/2025
NASA Goddard Space Flight Center,Issued,GSC-14968-2,"12/603,140",SWARM AUTONOMIC AGENTS WITH SELF-DESTRUCT CAPABILITY,10/21/2029
NASA Goddard Space Flight Center,Issued,GSC-14979-1,"11/426,134",Modular Gear Bearing,06/23/2026
NASA Goddard Space Flight Center,Issued,GSC-14994-1,"11/251,530",A Split-Remerge Method For Eliminating Processing Window Artifacts In Recursive Hierarchical Segmentation,09/30/2025
NASA Goddard Space Flight Center,Issued,GSC-15001-1,"12/389,097",Light Direction Sensor,02/19/2029
NASA Goddard Space Flight Center,Issued,GSC-15002-1,"11/124,592",Space Robotic System For In Space Servicing Of Unmanned Spacecraft Applications,05 June 2025
NASA Goddard Space Flight Center,Issued,GSC-15002-2,"11/670,653","Method And Associated Apparatus For Capturing, Servicing, And De-Orbiting Earth Satellites Using Robotics",05 June 2025
NASA Goddard Space Flight Center,Issued,GSC-15002-3,"11/670,270","Method And Associated Apparatus For Capturing, Servicing, And De-Orbiting Earth Satellites Using Robotics",11/13/2025
NASA Goddard Space Flight Center,Issued,GSC-15002-4,"11/670,781","Method And Associated Apparatus For Capturing, Servicing And De-Orbiting Earth Satellites Using Robotics",05 June 2025
NASA Goddard Space Flight Center,Issued,GSC-15002-5,"11/671,062","Method And Associated Apparatus For Capturing, Servicing, And De-Orbiting Earth Satellites Using Robotics",05 June 2025
NASA Goddard Space Flight Center,Issued,GSC-15027-1,"11/425,352",Millimeter Wave Polarization Transformer,06/20/2026
NASA Goddard Space Flight Center,Issued,GSC-15027-2,"12/056,964",INTERFEROMETRIC POLARIZATION CONTROL,03/27/2028
NASA Goddard Space Flight Center,Issued,GSC-15027-3,"12/057,060",INTERFEROMETRIC POLARIZATION CONTROL,03/27/2028
NASA Goddard Space Flight Center,Issued,GSC-15030-1,"11/460,482","A Pulsed, 1 Micron, Single Frequency, Diode-Seeded Ytterbium-doped Fiber Amplifier With Variable Output Parameters, P",07/27/2026
NASA Goddard Space Flight Center,Issued,GSC-15038-1,"11/426,853",SPAACE: Self Properties For An Autonomous & Autonomic Computing Environment,06/27/2026
NASA Goddard Space Flight Center,Issued,GSC-15039-1,"11/861,038",Miniaturized Double Latching Solenoid Valve,09/25/2027
NASA Goddard Space Flight Center,Issued,GSC-15042-1,"11/535,872",Driven Ground,09/27/2026
NASA Goddard Space Flight Center,Issued,GSC-15055-1,"11/748,969",Broadband High Spurious-suppression Microwave Waveguide Filter For Polarization-preserving And Transformer,05/15/2027
NASA Goddard Space Flight Center,Issued,GSC-15077-1,"12/147,100",Low Cost TDRSS Tranceiver (LCT2),06/26/2028
NASA Goddard Space Flight Center,Issued,GSC-15079-1,"11/532,800",Generation And Verification Of Policies For Autonomic Systems,09/18/2026
NASA Goddard Space Flight Center,Issued,GSC-15080-1,"11/533,837",A Method Of Deriving Process Based Specifications From Scenarios Via Pattern Matching,09/21/2026
NASA Goddard Space Flight Center,Issued,GSC-15115-1,"11/537,280",Miniaturized Radiation Spectrometer Development,09/29/2026
NASA Goddard Space Flight Center,Issued,GSC-15136-1,"12/137,844",Blocking Contacts For N-Type Cadmium Zinc Cadmium Zinc Telluride (CdZnTe),06 December 2028
NASA Goddard Space Flight Center,Issued,GSC-15148-1,"11/536,132",Enhancing R2D2C Requirements Based Programming With Automata Learning,09/28/2026
NASA Goddard Space Flight Center,Issued,GSC-15162-1,"11/706,693","Instrument And Method For X-Ray Diffraction, Fluorescence, And Crystal Texture Analysis Without Sample Preparation",02/14/2027
NASA Goddard Space Flight Center,Application,GSC-15163-2,13/092198,AIGaN Ultraviolet Detectors For Dual Band UV Detection,
NASA Goddard Space Flight Center,Issued,GSC-15176-1,"11/533,855",Autonomic Quiescence,09/21/2026
NASA Goddard Space Flight Center,Issued,GSC-15177-1,11/536378,A Method For Developing And Maintaining Evolving Systems With Software Product Lines,09/28/2026
NASA Goddard Space Flight Center,Application,GSC-15177-2,13/305932,A Method For Developing And Maintaining Evolving Systems With Software Product Lines,
NASA Goddard Space Flight Center,Issued,GSC-15178-1,"11/536,969","Modeling, Specifying And Deploying Policies In Autonomous And Autonomic Systems Using An AOSE Methodology",09/29/2026
NASA Goddard Space Flight Center,Issued,GSC-15179-1,"11/533,895",An Autonomic Smoke Detector,09/21/2026
NASA Goddard Space Flight Center,Issued,GSC-15184-1,"11/933,492","An Active,  Solid-state, 3-Dimensional Range Imaging System",11 January 2027
NASA Goddard Space Flight Center,Issued,GSC-15206-1,"11/836,352",Otoacoustic Protection In Biologically-Inspired Systems,08 September 2027
NASA Goddard Space Flight Center,Issued,GSC-15206-2,13/230915,Otoacoustic Protection In Biologically-Inspired Systems,09/13/2031
NASA Goddard Space Flight Center,Issued,GSC-15206-3,13/230922,Otoacoustic Protection In Biologically-Inspired Systems,09/13/2031
NASA Goddard Space Flight Center,Issued,GSC-15206-4,13/230920,Otoacoustic Protection In Biologically-Inspired Systems,09/13/2031
NASA Goddard Space Flight Center,Issued,GSC-15206-5,13/230922,Otoacoustic Protection In Biologically-Inspired Systems,09/13/2031
NASA Goddard Space Flight Center,Issued,GSC-15206-6,13/230923,Otoacoustic Protection In Biologically-Inspired Systems,09/13/2031
NASA Goddard Space Flight Center,Issued,GSC-15217-1,"12/173,243",Spaceflight Ka-Band High Rate Rad Hard Modulator,07/15/2028
NASA Goddard Space Flight Center,Issued,GSC-15301-1,"11/935,572",An Extendibe USB Drive That Accepts External Media,11 June 2027
NASA Goddard Space Flight Center,Issued,GSC-15302-1,"11/935,572",An Double-Headed USB Drive,11 June 2027
NASA Goddard Space Flight Center,Issued,GSC-15328-1,"12/014,889",Non-Pyrotechnic Zero-Leak Normally-Closed Valve,01/16/2028
NASA Goddard Space Flight Center,Application,GSC-15333-1,"11/860,830","Improved, Flexure-Base Linear Bearing",
NASA Goddard Space Flight Center,Issued,GSC-15341-1,"11/862,550",Low Conductance Silicon Micro-leak for Mass Spectrometer Inlet,09/27/2027
NASA Goddard Space Flight Center,Issued,GSC-15341-3,"12/889,014 ",Low Conductance Silicon Micro-leak for Mass Spectrometer Inlet,09/23/2030
NASA Goddard Space Flight Center,Issued,GSC-15349-1,"12/102,240",Method And Apparatus For Second Harmonic Generation And Other Frequency Convertion With Multiple Frequency Channels,04/14/2028
NASA Goddard Space Flight Center,Issued,GSC-15353-1,"11/877,102",Compact Low-loss Planar Magic-T With Broadband Phase And Amplitude Responses,10/23/2027
NASA Goddard Space Flight Center,Issued,GSC-15357-1,"11/861,687",Stability Algorithm For Neural Entities (SANE),09/26/2027
NASA Goddard Space Flight Center,Issued,GSC-15364-1,"12/170,683",Hughes Particle â€“ Surface Interaction Model,07 October 2028
NASA Goddard Space Flight Center,Issued,GSC-15377-1,"12/249,265",Advanced Adhesive Bond Shape Tailoring for Large Composite Primary Structures Subjected to Cryogenic and Ambient Loading Environments,10 October 2028
NASA Goddard Space Flight Center,Issued,GSC-15416-1,"12/188,039",Directed Flux Motor Utilizing Concentric Magnets and Interwoven Flux Channels,08 July 2028
NASA Goddard Space Flight Center,Issued,GSC-15417-1,"12/187,562",Actuated Ball and Socket Joint,08 July 2028
NASA Goddard Space Flight Center,Issued,GSC-15419-1,"12/187,926",Improvements to the Walk and Roll Robot,08 July 2028
NASA Goddard Space Flight Center,Issued,GSC-15421-1,"12/353,009",Spring Joint Package with Overstrain Sensor ( OS Sensor Joint ),01/13/2029
NASA Goddard Space Flight Center,Issued,GSC-15431-1,"12/327,514",A two-axis direct fluid shear stress sensor suited for aerodynamic applications,12 March 2028
NASA Goddard Space Flight Center,Issued,GSC-15445-1,"12/183,820","Pseudo-Noise Code Modulation using Return to Zero pulses for Ranging, Altimetry and Communications",07/31/2028
NASA Goddard Space Flight Center,Issued,GSC-15458-1,"12/357,081",Space Link Extension Return Channel Frames (SLE-RCF) Service (User side) Software Library,01/21/2029
NASA Goddard Space Flight Center,Issued,GSC-15483-1,"12/116,518",Relative Spacecraft Navigation using Reflected GPS Signals,05 July 2028
NASA Goddard Space Flight Center,Issued,GSC-15520-1,12/873373,Non-scanning laser 3D imager,09 January 2030
NASA Goddard Space Flight Center,Issued,GSC-15527-1,"12/558,672",Sensor Complete Requirements Algorithm For Autonomous Mobility,09/14/2029
NASA Goddard Space Flight Center,Issued,GSC-15538-1,"12/535,954",Compact planar microwave blocking filter,08 May 2029
NASA Goddard Space Flight Center,Issued,GSC-15550-1,"12/569,422",A biologically-inspired method of improving system performance and survivability through self-sacrifice,09/29/2029
NASA Goddard Space Flight Center,Issued,GSC-15552-1,"12/555,634","Small, High Field Superconducting Magnets",09 August 2029
NASA Goddard Space Flight Center,Issued,GSC-15557-1,"12/353,637",Formulation for Emotion Embedding in Logic Systems (FEELS),01/14/2029
NASA Goddard Space Flight Center,Issued,GSC-15583-1,"12/496,954",Tunable Frequency-stabilized Laser via Offset Sideband Locking,07 February 2029
NASA Goddard Space Flight Center,Issued,GSC-15584-1,"12/487,454",Hilbert-Transform-Based Phase Referencing Algorithm for Wide-Field Imaging Interferometry.,06/18/2029
NASA Goddard Space Flight Center,Issued,GSC-15655-1,"12/561,644",Low Frequency Wideband Step Frequency Inverse Synthetic Aperture Radar For 3-D Imaging of Interior of Near Earth Objects/Planetary Bodies,09/17/2029
NASA Goddard Space Flight Center,Application,GSC-15660-1,13/247416,Extreme Environment Low Temperature Transistor Models,
NASA Goddard Space Flight Center,Issued,GSC-15662-1,"12/569,090",Flight Mirror Mount and Flight Mounting Procedure for an Ultra-Lightweight High-Precision Glass Mirror,09/29/2029
NASA Goddard Space Flight Center,Application,GSC-15672-1,13/211413,Multicolor detectors for ultrasensitive long-wave imaging cameras,
NASA Goddard Space Flight Center,Issued,GSC-15678-1,"12/549,159",Optimal Padding for the Two-Dimensional Fast Fourier Transform,08/27/2029
NASA Goddard Space Flight Center,Issued,GSC-15684-1,"12/549,898",Discrete Fourier Transform (DFT) Analysis in a Complex Vector Space,08/28/2029
NASA Goddard Space Flight Center,Issued,GSC-15685-1,"12/550,141",Sampling Theorem in Terms of the Bandwidth and Sampling Interval,08/28/2029
NASA Goddard Space Flight Center,Issued,GSC-15692-1,"12/835,958 ",Expandable Reconfigurable Instrument Node - Web Sensor Strand Demonstration,07/19/2030
NASA Goddard Space Flight Center,Application,GSC-15693-1,"12/570,224","Variable Sampling Mapping:  A novel supplement to iterative-transform phase retrieval algorithms for undersampled images, broadband illumination, and noisy detection environments",
NASA Goddard Space Flight Center,Issued,GSC-15699-1,"12/560,535","A Low Cost, Low Temperature Radiometer for Thermal Measurements.",09/16/2029
NASA Goddard Space Flight Center,Issued,GSC-15724-1,"12/551,212",Passively Q-switched side pumped Monolithic Ring Laser,08/31/2029
NASA Goddard Space Flight Center,Application,GSC-15727-1,13/222575,"An All-metal, Solderless Circularly Polarized Microwave Antenna Element with Very Low Off-Axis Cross-Polarization",
NASA Goddard Space Flight Center,Issued,GSC-15729-1,"12/789,937",Novel Superconducting Transition Edge Sensor Design,05/28/2030
NASA Goddard Space Flight Center,Issued,GSC-15729-2,"12/789,954 ",Novel Superconducting Transition Edge Sensor Design,05/28/2030
NASA Goddard Space Flight Center,Issued,GSC-15730-1,12/783054,Automatic Extraction of Planetary Image Features,05/19/2030
NASA Goddard Space Flight Center,Issued,GSC-15732-1,12/695478,Crossed Small Deflection Energy Analyzer (SDEA) for Wind/Temperature Spectrometer (WTS),01/28/2030
NASA Goddard Space Flight Center,Issued,GSC-15758-1,"12/553,613",Hybrid Architecture Active Wavefront Sensing and Control,09 March 2029
NASA Goddard Space Flight Center,Issued,GSC-15771-1,"12/570,166",High Precision Electric Gate (HPEG) for Time of Flight Mass Spectrometers,09/30/2029
NASA Goddard Space Flight Center,Application,GSC-15774-1,13/154599,Ensemble Detector,
NASA Goddard Space Flight Center,Application,GSC-15782-1,13/216479,"Ultra-low Power (< 100mW), 64-Channel Pulse Data Collection System",
NASA Goddard Space Flight Center,Issued,GSC-15792-1,12/838600,Progressive Band Selection for Hyperspectral Images,07/19/2030
NASA Goddard Space Flight Center,Application,GSC-15815-1,12/887988,LIDAR Luminance Quantizer,
NASA Goddard Space Flight Center,Issued,GSC-15826-1,12/839207,The Corner Cathode: Making Collimated Electron Beams with a Small Number of Electrodes,07/19/2030
NASA Goddard Space Flight Center,Application,GSC-15829-1,13/601293,Resolution enhanced pseudo random code technique,08/31/2032
NASA Goddard Space Flight Center,Application,GSC-15839-1,12/840787,"Low threshold, narrow linewidth optical parametric generator",
NASA Goddard Space Flight Center,Issued,GSC-15856-1,12/779494,Aerodynamically Stabilized Instrument Platform for Kites and Tethered Blimps ( AeroPod ),05/13/2030
NASA Goddard Space Flight Center,Application,GSC-15886-1,12/838963,Automated Beam Balance Scale Logger,
NASA Goddard Space Flight Center,Application,GSC-15911-1,13/217965,Graphite Composite Panel Polishing Fixture,
NASA Goddard Space Flight Center,Application,GSC-15934-1,12/839125,Determining Phase Retrieval Sampling from the Modulation Transfer Function,
NASA Goddard Space Flight Center,Application,GSC-15935-1,13/043257,New Variables for Iterative Transform Phase Retrieval,
NASA Goddard Space Flight Center,Application,GSC-15936-1,12/854490,SpaceCube Version 1.5,
NASA Goddard Space Flight Center,Issued,GSC-15947-1,12/839171,Sampling and Reconstruction of the Sinc(x) Function,07/19/2030
NASA Goddard Space Flight Center,Application,GSC-15948-1,13/204767,Lateral Kevlar Suspension Device (LKSD),
NASA Goddard Space Flight Center,Application,GSC-15949-1,13/600992,Vectorized Rebinning Algorithm for Fast Data Down-Sampling,08/31/2032
NASA Goddard Space Flight Center,Application,GSC-15951-1,13/222839,An Improved Method of Fabricating Single Crystal Silicon Light Weight Mirrors,
NASA Goddard Space Flight Center,Issued,GSC-15953-1,12/854546,SpaceCube Demonstration Platform,08 November 2030
NASA Goddard Space Flight Center,Application,GSC-15953-2,13/903357,SpaceCube Demonstration Platform,09/30/2029
NASA Goddard Space Flight Center,Application,GSC-15957-1,13/211526,Imaging System Aperture Masks for Image Plane Exit Pupil Characterization,
NASA Goddard Space Flight Center,Issued,GSC-15964-1,"13/247,168 ",An Instrument Suite for the Vertical Characterization of the Ionosphere-Thermosphere System from 100 km to 700km Altitude,09/28/2031
